"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Susquehanna International Holdings LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.81";"2019-05-02 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.69";"2019-05-02 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.99";"2019-05-02 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"1.35";"2019-04-30 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.80";"2019-04-30 00:00:00"
"ENA Investment Capital LLP";"Signify N.V.";"NL0011821392";"1.24";"2019-04-30 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"5.72";"2019-04-30 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.60";"2019-04-30 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.76";"2019-04-30 00:00:00"
"Polar Asset Management Partners Inc.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.76";"2019-04-30 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.00";"2019-04-30 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Fugro N.V.";"NL0000352565";"0.54";"2019-04-29 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"1.28";"2019-04-29 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.76";"2019-04-29 00:00:00"
"ENA Investment Capital LLP";"Signify N.V.";"NL0011821392";"0.94";"2019-04-29 00:00:00"
"Engadine Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.69";"2019-04-29 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.60";"2019-04-29 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"5.33";"2019-04-29 00:00:00"
"Lansdowne Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.68";"2019-04-29 00:00:00"
"Lazard Asset Management LLC";"Fugro N.V.";"NL0000352565";"0.47";"2019-04-29 00:00:00"
"Marshall Wace LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2019-04-29 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.67";"2019-04-29 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.20";"2019-04-29 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.75";"2019-04-29 00:00:00"
"Wellington Management Company LLP";"Wereldhave N.V.";"NL0000289213";"0.81";"2019-04-29 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.75";"2019-04-29 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.04";"2019-04-26 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"1.14";"2019-04-26 00:00:00"
"Capital Fund Management S.A.";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.59";"2019-04-26 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.80";"2019-04-26 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.46";"2019-04-26 00:00:00"
"Marshall Wace LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2019-04-26 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.59";"2019-04-26 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.55";"2019-04-26 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.83";"2019-04-26 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.63";"2019-04-26 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.19";"2019-04-25 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.80";"2019-04-25 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.69";"2019-04-25 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.52";"2019-04-25 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.50";"2019-04-25 00:00:00"
"Marshall Wace LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.51";"2019-04-25 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.91";"2019-04-25 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.48";"2019-04-24 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"5.21";"2019-04-24 00:00:00"
"PDT Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.72";"2019-04-24 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.94";"2019-04-24 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.89";"2019-04-24 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.27";"2019-04-23 00:00:00"
"ENA Investment Capital LLP";"Signify N.V.";"NL0011821392";"0.74";"2019-04-23 00:00:00"
"Marshall Wace LLP";"Accell Group N.V.";"NL0009767532";"0.50";"2019-04-23 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.10";"2019-04-23 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.83";"2019-04-23 00:00:00"
"BNP Paribas S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.69";"2019-04-22 00:00:00"
"AHL Partners LLP";"argenx SE";"NL0010832176";"0.52";"2019-04-18 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.37";"2019-04-18 00:00:00"
"Engadine Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.87";"2019-04-18 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"5.12";"2019-04-18 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.45";"2019-04-18 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.68";"2019-04-18 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.95";"2019-04-18 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.53";"2019-04-18 00:00:00"
"Polar Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.94";"2019-04-18 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.60";"2019-04-18 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.47";"2019-04-17 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.56";"2019-04-17 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.82";"2019-04-17 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2019-04-17 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"5.08";"2019-04-17 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.86";"2019-04-17 00:00:00"
"Marshall Wace LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.90";"2019-04-17 00:00:00"
"Numeric Investors LLC";"Unibail-Rodamco SE";"FR0013326246";"0.50";"2019-04-17 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.72";"2019-04-17 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.45";"2019-04-17 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.59";"2019-04-17 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.93";"2019-04-17 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.51";"2019-04-16 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.53";"2019-04-16 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2019-04-16 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.50";"2019-04-16 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Pharming Group N.V.";"NL0010391025";"0.82";"2019-04-16 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2019-04-16 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.77";"2019-04-16 00:00:00"
"Engadine Partners LLP";"Signify N.V.";"NL0011821392";"0.47";"2019-04-16 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.50";"2019-04-16 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"4.92";"2019-04-16 00:00:00"
"Marshall Wace LLP";"Accell Group N.V.";"NL0009767532";"0.49";"2019-04-16 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"0.78";"2019-04-16 00:00:00"
"Polar Asset Management Partners Inc.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.64";"2019-04-16 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.30";"2019-04-16 00:00:00"
"Voleon Capital Management LP";"Heijmans N.V.";"NL0009269109";"0.75";"2019-04-16 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.49";"2019-04-15 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.76";"2019-04-15 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2019-04-15 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.57";"2019-04-15 00:00:00"
"Marshall Wace LLP";"Altice Europe N.V.";"NL0011333752";"0.89";"2019-04-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.72";"2019-04-15 00:00:00"
"Maven Investment Partners Ltd";"Curetis N.V.";"NL0011509294";"0.54";"2019-04-15 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.14";"2019-04-15 00:00:00"
"TT International";"Pharming Group N.V.";"NL0010391025";"0.65";"2019-04-15 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.81";"2019-04-15 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.89";"2019-04-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.79";"2019-04-12 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.61";"2019-04-12 00:00:00"
"Marshall Wace LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.83";"2019-04-12 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.67";"2019-04-12 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.06";"2019-04-12 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.82";"2019-04-12 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.41";"2019-04-11 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.51";"2019-04-11 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.19";"2019-04-11 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"0.89";"2019-04-11 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.87";"2019-04-11 00:00:00"
"Tower House Partners LLP";"Signify N.V.";"NL0011821392";"0.71";"2019-04-11 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.50";"2019-04-10 00:00:00"
"BNP Paribas S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.82";"2019-04-10 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.99";"2019-04-10 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.52";"2019-04-10 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.87";"2019-04-10 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.49";"2019-04-10 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"4.63";"2019-04-10 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.42";"2019-04-10 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.75";"2019-04-10 00:00:00"
"BlackRock Investment Management (UK) Limited";"Altice Europe N.V.";"NL0011333752";"0.45";"2019-04-09 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.36";"2019-04-09 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"4.49";"2019-04-09 00:00:00"
"Marshall Wace LLP";"Altice Europe N.V.";"NL0011333752";"0.90";"2019-04-09 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.35";"2019-04-09 00:00:00"
"Marshall Wace LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.72";"2019-04-09 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"0.97";"2019-04-09 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.78";"2019-04-09 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.49";"2019-04-09 00:00:00"
"PDT Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.62";"2019-04-09 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.55";"2019-04-09 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.69";"2019-04-09 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.49";"2019-04-08 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.69";"2019-04-08 00:00:00"
"BlackRock Investment Management (UK) Limited";"Altice Europe N.V.";"NL0011333752";"0.52";"2019-04-08 00:00:00"
"DNB Asset Management AS";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.57";"2019-04-08 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"4.12";"2019-04-08 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.24";"2019-04-08 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.50";"2019-04-05 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.51";"2019-04-05 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.78";"2019-04-05 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.97";"2019-04-05 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.57";"2019-04-05 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"4.00";"2019-04-05 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.73";"2019-04-05 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.20";"2019-04-05 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.97";"2019-04-05 00:00:00"
"BlackRock Investment Management (UK) Limited";"Altice Europe N.V.";"NL0011333752";"0.65";"2019-04-04 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.92";"2019-04-04 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.07";"2019-04-04 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.89";"2019-04-04 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.53";"2019-04-04 00:00:00"
"Numeric Investors LLC";"Accell Group N.V.";"NL0009767532";"0.49";"2019-04-04 00:00:00"
"Polar Asset Management Partners Inc.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-04-04 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.78";"2019-04-04 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.19";"2019-04-04 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.49";"2019-04-03 00:00:00"
"AKO Capital LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.00";"2019-04-03 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.80";"2019-04-03 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.79";"2019-04-03 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.80";"2019-04-03 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.10";"2019-04-03 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.48";"2019-04-03 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.65";"2019-04-03 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.78";"2019-04-03 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.51";"2019-04-02 00:00:00"
"AKO Capital LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2019-04-02 00:00:00"
"Citadel Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.57";"2019-04-02 00:00:00"
"DNB Asset Management AS";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.48";"2019-04-02 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.21";"2019-04-02 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.66";"2019-04-02 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.03";"2019-04-02 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.28";"2019-04-02 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.55";"2019-04-02 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.78";"2019-04-02 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.32";"2019-04-01 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.89";"2019-04-01 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.66";"2019-04-01 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"3.08";"2019-04-01 00:00:00"
"Marshall Wace LLP";"Accell Group N.V.";"NL0009767532";"0.50";"2019-04-01 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.96";"2019-04-01 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.30";"2019-04-01 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.46";"2019-04-01 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.29";"2019-03-29 00:00:00"
"BlackRock Investment Management (UK) Limited";"Altice Europe N.V.";"NL0011333752";"0.74";"2019-03-29 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.76";"2019-03-29 00:00:00"
"ENA Investment Capital LLP";"Signify N.V.";"NL0011821392";"0.69";"2019-03-29 00:00:00"
"GAM Investment Management (Switzerland) Ltd. ? Lugano Branch";"Wereldhave N.V.";"NL0000289213";"0.64";"2019-03-29 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.70";"2019-03-29 00:00:00"
"Marshall Wace LLP";"Altice Europe N.V.";"NL0011333752";"0.84";"2019-03-29 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.19";"2019-03-29 00:00:00"
"Citadel Advisors II LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.47";"2019-03-28 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.74";"2019-03-28 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.37";"2019-03-28 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.83";"2019-03-28 00:00:00"
"Marshall Wace LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.60";"2019-03-28 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.20";"2019-03-28 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.79";"2019-03-28 00:00:00"
"Polar Capital LLP";"ARCADIS N.V.";"NL0006237562";"1.03";"2019-03-28 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.40";"2019-03-27 00:00:00"
"Citadel Advisors II LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.50";"2019-03-27 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2019-03-27 00:00:00"
"Engadine Partners LLP";"Signify N.V.";"NL0011821392";"0.59";"2019-03-27 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.68";"2019-03-27 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2019-03-27 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.21";"2019-03-26 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.71";"2019-03-26 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.19";"2019-03-26 00:00:00"
"Polar Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.94";"2019-03-26 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.79";"2019-03-25 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.92";"2019-03-25 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.51";"2019-03-25 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.77";"2019-03-25 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.11";"2019-03-25 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.61";"2019-03-25 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.20";"2019-03-25 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.57";"2019-03-25 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.89";"2019-03-25 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.88";"2019-03-25 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.82";"2019-03-25 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.31";"2019-03-22 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.67";"2019-03-22 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.04";"2019-03-22 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.62";"2019-03-22 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.08";"2019-03-21 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.90";"2019-03-21 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.97";"2019-03-21 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2019-03-21 00:00:00"
"AHL Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.38";"2019-03-20 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.12";"2019-03-20 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.82";"2019-03-20 00:00:00"
"Marshall Wace LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-03-20 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.41";"2019-03-20 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.89";"2019-03-20 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2019-03-20 00:00:00"
"Engadine Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.99";"2019-03-19 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.50";"2019-03-19 00:00:00"
"Numeric Investors LLC";"Accell Group N.V.";"NL0009767532";"0.51";"2019-03-19 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.79";"2019-03-19 00:00:00"
"AHL Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.46";"2019-03-18 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.30";"2019-03-18 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.74";"2019-03-18 00:00:00"
"Marshall Wace LLP";"Altice Europe N.V.";"NL0011333752";"1.13";"2019-03-18 00:00:00"
"Merian Global Investors (UK) Limited";"BE Semiconductor Industries N.V.";"NL0012866412";"1.71";"2019-03-18 00:00:00"
"ShadowFall Fund Limited";"ARCADIS N.V.";"NL0006237562";"0.13";"2019-03-18 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.68";"2019-03-18 00:00:00"
