"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.33";"2020-03-10 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.85";"2020-03-10 00:00:00"
"WorldQuant, LLC";"Flow Traders N.V.";"NL0011279492";"0.91";"2020-03-10 00:00:00"
"BlackRock Institutional Trust Company, National Association";"OCI N.V.";"NL0010558797";"0.56";"2020-03-09 00:00:00"
"Bridgewater Associates, LP";"ASML Holding N.V.";"NL0010273215";"0.67";"2020-03-09 00:00:00"
"Bridgewater Associates, LP";"ING Groep N.V.";"NL0011821202";"0.67";"2020-03-09 00:00:00"
"Bridgewater Associates, LP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.67";"2020-03-09 00:00:00"
"Bridgewater Associates, LP";"Koninklijke Philips N.V.";"NL0000009538";"0.67";"2020-03-09 00:00:00"
"Bridgewater Associates, LP";"Unilever N.V.";"NL0000388619";"0.66";"2020-03-09 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.51";"2020-03-09 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.77";"2020-03-09 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.86";"2020-03-09 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.75";"2020-03-09 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.28";"2020-03-09 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.86";"2020-03-09 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.81";"2020-03-09 00:00:00"
"PDT Partners, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.44";"2020-03-09 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.56";"2020-03-09 00:00:00"
"Samson Rock Capital LLP";"NIBC Holding N.V.";"NL0012756316";"0.48";"2020-03-09 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"0.97";"2020-03-09 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.25";"2020-03-09 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.96";"2020-03-09 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.41";"2020-03-06 00:00:00"
"Arrowstreet Capital, Limited Partnership";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.02";"2020-03-06 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"1.68";"2020-03-06 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.52";"2020-03-06 00:00:00"
"Clearance Capital Limited";"Wereldhave N.V.";"NL0000289213";"0.42";"2020-03-06 00:00:00"
"Eleva Capital SAS";"Eurocommercial Properties N.V.";"NL0000288876";"0.49";"2020-03-06 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.00";"2020-03-06 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.98";"2020-03-06 00:00:00"
"Kuvari Partners LLP";"PostNL N.V.";"NL0009739416";"0.30";"2020-03-06 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.98";"2020-03-06 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.47";"2020-03-06 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.18";"2020-03-06 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.88";"2020-03-06 00:00:00"
"WorldQuant, LLC";"Flow Traders N.V.";"NL0011279492";"0.81";"2020-03-06 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.56";"2020-03-05 00:00:00"
"Citadel Europe LLP";"ArcelorMittal S.A.";"LU1598757687";"0.52";"2020-03-05 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.84";"2020-03-05 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.88";"2020-03-05 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco SE";"FR0013326246";"0.58";"2020-03-05 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.91";"2020-03-05 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.63";"2020-03-04 00:00:00"
"BlackRock Institutional Trust Company, National Association";"OCI N.V.";"NL0010558797";"0.68";"2020-03-04 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.92";"2020-03-04 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.48";"2020-03-04 00:00:00"
"PDT Partners, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.59";"2020-03-04 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.03";"2020-03-04 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.50";"2020-03-04 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.82";"2020-03-04 00:00:00"
"WorldQuant, LLC";"Flow Traders N.V.";"NL0011279492";"0.74";"2020-03-04 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.78";"2020-03-03 00:00:00"
"AQR Capital Management, LLC";"Adyen N.V.";"NL0012969182";"0.50";"2020-03-03 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"0.51";"2020-03-03 00:00:00"
"Citadel Advisors LLC";"PostNL N.V.";"NL0009739416";"0.54";"2020-03-03 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.79";"2020-03-03 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.53";"2020-03-03 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.07";"2020-03-03 00:00:00"
"Millennium International Management LP";"Signify N.V.";"NL0011821392";"0.96";"2020-03-03 00:00:00"
"Paloma Partners Management Company";"BE Semiconductor Industries N.V.";"NL0012866412";"0.52";"2020-03-03 00:00:00"
"Point72 Asset Management, L.P.";"Pharming Group N.V.";"NL0010391025";"1.02";"2020-03-03 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.26";"2020-03-03 00:00:00"
"Susquehanna International Holdings LLC";"Koninklijke VolkerWessels N.V.";"NL0012294466";"0.49";"2020-03-03 00:00:00"
"Sylebra HK Limited";"Signify N.V.";"NL0011821392";"0.60";"2020-03-03 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.21";"2020-03-03 00:00:00"
"WorldQuant, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.73";"2020-03-03 00:00:00"
"WorldQuant, LLC";"Flow Traders N.V.";"NL0011279492";"0.64";"2020-03-03 00:00:00"
"AHL Partners LLP";"OCI N.V.";"NL0010558797";"0.59";"2020-03-02 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.17";"2020-03-02 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.00";"2020-03-02 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"0.48";"2020-03-02 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.49";"2020-03-02 00:00:00"
"Kuvari Partners LLP";"PostNL N.V.";"NL0009739416";"0.52";"2020-03-02 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.84";"2020-03-02 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.79";"2020-03-02 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.41";"2020-03-02 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.54";"2020-03-02 00:00:00"
"Susquehanna International Holdings LLC";"Koninklijke VolkerWessels N.V.";"NL0012294466";"0.52";"2020-03-02 00:00:00"
"Sylebra HK Limited";"Signify N.V.";"NL0011821392";"0.54";"2020-03-02 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.49";"2020-02-28 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.51";"2020-02-28 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.50";"2020-02-28 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.50";"2020-02-28 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.74";"2020-02-28 00:00:00"
"Kuvari Partners LLP";"PostNL N.V.";"NL0009739416";"0.45";"2020-02-28 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.97";"2020-02-28 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.67";"2020-02-28 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.29";"2020-02-28 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco SE";"FR0013326246";"0.67";"2020-02-28 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.35";"2020-02-28 00:00:00"
"Millennium International Management LP";"Signify N.V.";"NL0011821392";"1.01";"2020-02-28 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.09";"2020-02-28 00:00:00"
"Public Equity Partners Management, L.P.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.77";"2020-02-28 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"0.86";"2020-02-28 00:00:00"
"WorldQuant, LLC";"Flow Traders N.V.";"NL0011279492";"0.55";"2020-02-28 00:00:00"
"AHL Partners LLP";"OCI N.V.";"NL0010558797";"0.61";"2020-02-27 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.30";"2020-02-27 00:00:00"
"Arrowstreet Capital, Limited Partnership";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.90";"2020-02-27 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.48";"2020-02-27 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.79";"2020-02-27 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.94";"2020-02-27 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.73";"2020-02-27 00:00:00"
"Eleva Capital SAS";"Eurocommercial Properties N.V.";"NL0000288876";"0.52";"2020-02-27 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.68";"2020-02-27 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.81";"2020-02-27 00:00:00"
"Lancaster Investment Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.00";"2020-02-27 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.20";"2020-02-27 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.74";"2020-02-27 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.38";"2020-02-27 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco SE";"FR0013326246";"0.52";"2020-02-27 00:00:00"
"Point72 Asset Management, L.P.";"Pharming Group N.V.";"NL0010391025";"0.96";"2020-02-27 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.10";"2020-02-27 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.88";"2020-02-26 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.89";"2020-02-26 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.85";"2020-02-26 00:00:00"
"ENA Investment Capital LLP";"Signify N.V.";"NL0011821392";"0.42";"2020-02-26 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.46";"2020-02-26 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.93";"2020-02-26 00:00:00"
"Lancaster Investment Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2020-02-26 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.87";"2020-02-26 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.40";"2020-02-26 00:00:00"
"Millennium International Management LP";"Signify N.V.";"NL0011821392";"0.92";"2020-02-26 00:00:00"
"Samson Rock Capital LLP";"NIBC Holding N.V.";"NL0012756316";"0.57";"2020-02-26 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.93";"2020-02-26 00:00:00"
"Voleon Capital Management LP";"Kiadis Pharma N.V.";"NL0011323407";"0.28";"2020-02-26 00:00:00"
"Woodline Partners";"Pharming Group N.V.";"NL0010391025";"1.10";"2020-02-26 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.69";"2020-02-26 00:00:00"
"Citadel Advisors LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.48";"2020-02-25 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.18";"2020-02-25 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.33";"2020-02-25 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.04";"2020-02-25 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.38";"2020-02-25 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.12";"2020-02-25 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.18";"2020-02-25 00:00:00"
"Numeric Investors LLC";"Galapagos N.V.";"BE0003818359";"0.39";"2020-02-25 00:00:00"
"Point72 Asset Management, L.P.";"Pharming Group N.V.";"NL0010391025";"1.00";"2020-02-25 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.87";"2020-02-25 00:00:00"
"Voleon Capital Management LP";"Kiadis Pharma N.V.";"NL0011323407";"0.59";"2020-02-25 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.50";"2020-02-24 00:00:00"
"Citadel Advisors LLC";"Galapagos N.V.";"BE0003818359";"0.96";"2020-02-24 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.71";"2020-02-24 00:00:00"
"Citadel Securities GCS (Ireland) Limited";"Heijmans N.V.";"NL0009269109";"0.40";"2020-02-24 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.44";"2020-02-24 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.42";"2020-02-24 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.24";"2020-02-24 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.41";"2020-02-24 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.86";"2020-02-24 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.76";"2020-02-24 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.22";"2020-02-21 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.49";"2020-02-21 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.66";"2020-02-21 00:00:00"
"Citadel Securities GCS (Ireland) Limited";"Heijmans N.V.";"NL0009269109";"0.75";"2020-02-21 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.54";"2020-02-21 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.65";"2020-02-21 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.36";"2020-02-21 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.06";"2020-02-21 00:00:00"
"Millennium International Management LP";"Signify N.V.";"NL0011821392";"0.80";"2020-02-21 00:00:00"
"PDT Partners, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.63";"2020-02-21 00:00:00"
"UBS Asset Management (UK) Ltd.";"PostNL N.V.";"NL0009739416";"0.82";"2020-02-21 00:00:00"
"BlueCrest Capital Management Limited";"Fugro N.V.";"NL0000352565";"0.00";"2020-02-20 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"0.57";"2020-02-20 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.00";"2020-02-20 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.47";"2020-02-20 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Sif Holding N.V.";"NL0011660485";"0.41";"2020-02-20 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.03";"2020-02-20 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.33";"2020-02-20 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.39";"2020-02-20 00:00:00"
"Voleon Capital Management LP";"Kiadis Pharma N.V.";"NL0011323407";"0.68";"2020-02-20 00:00:00"
"Woodline Partners";"Pharming Group N.V.";"NL0010391025";"1.01";"2020-02-20 00:00:00"
"Arrowstreet Capital, Limited Partnership";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.83";"2020-02-19 00:00:00"
"Citadel Securities GCS (Ireland) Limited";"Heijmans N.V.";"NL0009269109";"0.41";"2020-02-19 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.47";"2020-02-19 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.36";"2020-02-19 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.14";"2020-02-19 00:00:00"
"UBS Asset Management (UK) Ltd.";"PostNL N.V.";"NL0009739416";"0.70";"2020-02-19 00:00:00"
"Whitebox Advisors LLC";"Fugro N.V.";"NL0000352565";"0.31";"2020-02-19 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.56";"2020-02-18 00:00:00"
"Citadel Securities GCS (Ireland) Limited";"Heijmans N.V.";"NL0009269109";"0.50";"2020-02-18 00:00:00"
"Eminence Capital, LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.00";"2020-02-18 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2020-02-18 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.72";"2020-02-18 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"2.25";"2020-02-18 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.79";"2020-02-18 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.11";"2020-02-18 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.47";"2020-02-18 00:00:00"
"Woodline Partners";"Pharming Group N.V.";"NL0010391025";"0.96";"2020-02-18 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.21";"2020-02-17 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.54";"2020-02-17 00:00:00"
"PDT Partners, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.47";"2020-02-17 00:00:00"
"Voleon Capital Management LP";"Kiadis Pharma N.V.";"NL0011323407";"0.79";"2020-02-17 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.53";"2020-02-14 00:00:00"
"Clearance Capital Limited";"Wereldhave N.V.";"NL0000289213";"0.53";"2020-02-14 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.69";"2020-02-14 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"1.08";"2020-02-14 00:00:00"
"Millennium International Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.40";"2020-02-14 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.47";"2020-02-14 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.69";"2020-02-14 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.71";"2020-02-13 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"1.01";"2020-02-13 00:00:00"
"Lancaster Investment Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.95";"2020-02-13 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.13";"2020-02-13 00:00:00"
"Millennium International Management LP";"Signify N.V.";"NL0011821392";"0.79";"2020-02-13 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.61";"2020-02-13 00:00:00"
"Voleon Capital Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.70";"2020-02-13 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.71";"2020-02-13 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.10";"2020-02-12 00:00:00"
"Arrowstreet Capital, Limited Partnership";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.72";"2020-02-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.69";"2020-02-12 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.79";"2020-02-12 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.88";"2020-02-12 00:00:00"
"Millennium International Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.62";"2020-02-12 00:00:00"
"Carlson Capital UK LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.00";"2020-02-11 00:00:00"
"Citadel Advisors LLC";"Flow Traders N.V.";"NL0011279492";"0.65";"2020-02-11 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.47";"2020-02-11 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.93";"2020-02-11 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.90";"2020-02-11 00:00:00"
"Millennium International Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.78";"2020-02-11 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.52";"2020-02-11 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.29";"2020-02-11 00:00:00"
"Woodline Partners";"Pharming Group N.V.";"NL0010391025";"0.80";"2020-02-11 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.64";"2020-02-11 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.88";"2020-02-10 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.58";"2020-02-10 00:00:00"
