"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.78";"2020-03-19 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.35";"2020-03-19 00:00:00"
"Marshall Wace LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.91";"2020-03-19 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.04";"2020-03-19 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.54";"2020-03-19 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.06";"2020-03-19 00:00:00"
"Systematica Investments Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.56";"2020-03-19 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"0.98";"2020-03-18 00:00:00"
"Bogle Investment Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.53";"2020-03-18 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.44";"2020-03-18 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.73";"2020-03-18 00:00:00"
"Marble Bar Asset Management LLP";"Vastned Retail N.V.";"NL0000288918";"1.46";"2020-03-18 00:00:00"
"Marshall Wace LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.72";"2020-03-18 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.64";"2020-03-18 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.17";"2020-03-18 00:00:00"
"Pictet Asset Management Limited";"Pharming Group N.V.";"NL0010391025";"0.99";"2020-03-18 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.65";"2020-03-18 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.98";"2020-03-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.90";"2020-03-17 00:00:00"
"Marble Bar Asset Management LLP";"Vastned Retail N.V.";"NL0000288918";"1.35";"2020-03-17 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"2.32";"2020-03-17 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.25";"2020-03-17 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.88";"2020-03-17 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.62";"2020-03-17 00:00:00"
"Toscafund Asset Management LLP";"Wereldhave N.V.";"NL0000289213";"0.57";"2020-03-17 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"0.95";"2020-03-17 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.68";"2020-03-17 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"1.14";"2020-03-17 00:00:00"
"Adage Capital Management L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.76";"2020-03-16 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.91";"2020-03-16 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.56";"2020-03-16 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.28";"2020-03-16 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2020-03-16 00:00:00"
"Marble Bar Asset Management LLP";"Vastned Retail N.V.";"NL0000288918";"0.77";"2020-03-16 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"2.22";"2020-03-16 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.72";"2020-03-16 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2020-03-16 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.55";"2020-03-16 00:00:00"
"The Mangrove Partners Master Fund Limited";"Fugro N.V.";"NL0000352565";"0.91";"2020-03-16 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"1.23";"2020-03-16 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.65";"2020-03-13 00:00:00"
"Capital Fund Management S.A.";"Flow Traders N.V.";"NL0011279492";"0.50";"2020-03-13 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.78";"2020-03-13 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.69";"2020-03-13 00:00:00"
"Great Point Partners, LLC";"Pharming Group N.V.";"NL0010391025";"1.90";"2020-03-13 00:00:00"
"Marble Bar Asset Management LLP";"Vastned Retail N.V.";"NL0000288918";"0.62";"2020-03-13 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"2.03";"2020-03-13 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.39";"2020-03-13 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"1.28";"2020-03-13 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.70";"2020-03-12 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.89";"2020-03-12 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.53";"2020-03-12 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.56";"2020-03-12 00:00:00"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.83";"2020-03-12 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2020-03-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.87";"2020-03-12 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.19";"2020-03-12 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.91";"2020-03-12 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.39";"2020-03-12 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.50";"2020-03-12 00:00:00"
"Pictet Asset Management Limited";"Pharming Group N.V.";"NL0010391025";"1.07";"2020-03-12 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.46";"2020-03-12 00:00:00"
"Systematica Investments Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.61";"2020-03-12 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"1.11";"2020-03-12 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"1.33";"2020-03-12 00:00:00"
"Whitebox Advisors LLC";"Fugro N.V.";"NL0000352565";"0.90";"2020-03-12 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.69";"2020-03-11 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.80";"2020-03-11 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.90";"2020-03-11 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.74";"2020-03-11 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.40";"2020-03-11 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.29";"2020-03-11 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"0.92";"2020-03-11 00:00:00"
"Whitebox Advisors LLC";"Fugro N.V.";"NL0000352565";"0.64";"2020-03-11 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.79";"2020-03-11 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.66";"2020-03-10 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.78";"2020-03-10 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.09";"2020-03-10 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.63";"2020-03-10 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.38";"2020-03-10 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"0.77";"2020-03-10 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"1.22";"2020-03-10 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.84";"2020-03-10 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.79";"2020-03-09 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.78";"2020-03-09 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.96";"2020-03-09 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.81";"2020-03-09 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.40";"2020-03-09 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.54";"2020-03-09 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.40";"2020-03-09 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.71";"2020-03-09 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.88";"2020-03-09 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"1.15";"2020-03-09 00:00:00"
"Whitebox Advisors LLC";"Fugro N.V.";"NL0000352565";"0.55";"2020-03-09 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.77";"2020-03-09 00:00:00"
"Adage Capital Management L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.81";"2020-03-06 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.79";"2020-03-06 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.78";"2020-03-06 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.63";"2020-03-06 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.39";"2020-03-06 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.30";"2020-03-06 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.42";"2020-03-06 00:00:00"
"Pictet Asset Management Limited";"Pharming Group N.V.";"NL0010391025";"1.19";"2020-03-06 00:00:00"
"SFM UK Management LLP";"TKH Group N.V.";"NL0000852523";"0.67";"2020-03-06 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"0.60";"2020-03-06 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"0.90";"2020-03-06 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.65";"2020-03-06 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.26";"2020-03-05 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.14";"2020-03-05 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.29";"2020-03-05 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.58";"2020-03-05 00:00:00"
"Voleon Capital Management LP";"Flow Traders N.V.";"NL0011279492";"0.51";"2020-03-05 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"0.72";"2020-03-05 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.84";"2020-03-04 00:00:00"
"Systematica Investments Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.51";"2020-03-04 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"0.57";"2020-03-04 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.85";"2020-03-03 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.04";"2020-03-03 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2020-03-03 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.32";"2020-03-03 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.21";"2020-03-03 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.36";"2020-03-03 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.74";"2020-03-03 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.10";"2020-03-02 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.59";"2020-03-02 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2020-03-02 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.26";"2020-03-02 00:00:00"
"Marshall Wace Asia Limited";"SBM Offshore N.V.";"NL0000360618";"0.60";"2020-03-02 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.30";"2020-03-02 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.92";"2020-03-02 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.32";"2020-03-02 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.44";"2020-03-02 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.79";"2020-02-28 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.90";"2020-02-28 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.96";"2020-02-28 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.79";"2020-02-28 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.51";"2020-02-28 00:00:00"
"Marshall Wace Asia Limited";"SBM Offshore N.V.";"NL0000360618";"0.54";"2020-02-28 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"1.03";"2020-02-28 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.29";"2020-02-28 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.26";"2020-02-28 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.43";"2020-02-28 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.65";"2020-02-28 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"3.49";"2020-02-28 00:00:00"
"Adage Capital Management L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.71";"2020-02-27 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2020-02-27 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.36";"2020-02-27 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.91";"2020-02-27 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.19";"2020-02-27 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.08";"2020-02-27 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.23";"2020-02-27 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.55";"2020-02-27 00:00:00"
"Adage Capital Management L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.62";"2020-02-26 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.32";"2020-02-26 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.85";"2020-02-26 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.31";"2020-02-26 00:00:00"
"Adage Capital Management L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.52";"2020-02-25 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.76";"2020-02-25 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.57";"2020-02-25 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.00";"2020-02-25 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.91";"2020-02-25 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2020-02-24 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.68";"2020-02-24 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.89";"2020-02-24 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.94";"2020-02-24 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"0.99";"2020-02-21 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.24";"2020-02-21 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.08";"2020-02-21 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.67";"2020-02-21 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.76";"2020-02-21 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.85";"2020-02-20 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.09";"2020-02-19 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.09";"2020-02-19 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.15";"2020-02-19 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.20";"2020-02-19 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.84";"2020-02-18 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.20";"2020-02-18 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.71";"2020-02-17 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.83";"2020-02-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.00";"2020-02-17 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.80";"2020-02-14 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.45";"2020-02-14 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.20";"2020-02-14 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.93";"2020-02-14 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.83";"2020-02-13 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.30";"2020-02-13 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.89";"2020-02-13 00:00:00"
"Adelphi Capital LLP";"Eurocommercial Properties N.V.";"NL0000288876";"1.83";"2020-02-10 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2020-02-10 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.94";"2020-02-10 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"3.67";"2020-02-10 00:00:00"
"Adelphi Capital LLP";"Eurocommercial Properties N.V.";"NL0000288876";"1.76";"2020-02-07 00:00:00"
"Adelphi Capital LLP";"Wereldhave N.V.";"NL0000289213";"3.60";"2020-02-07 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.09";"2020-02-07 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.12";"2020-02-07 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.84";"2020-02-07 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"3.29";"2020-02-07 00:00:00"
"Adelphi Capital LLP";"Eurocommercial Properties N.V.";"NL0000288876";"1.23";"2020-02-06 00:00:00"
"Adelphi Capital LLP";"Wereldhave N.V.";"NL0000289213";"3.11";"2020-02-06 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.78";"2020-02-06 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"1.00";"2020-02-06 00:00:00"
"Adelphi Capital LLP";"Wereldhave N.V.";"NL0000289213";"2.51";"2020-02-05 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.69";"2020-02-05 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2020-02-05 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.11";"2020-02-05 00:00:00"
"UBS Asset Management (UK) Ltd.";"Wereldhave N.V.";"NL0000289213";"0.51";"2020-02-05 00:00:00"
"Adelphi Capital LLP";"Eurocommercial Properties N.V.";"NL0000288876";"1.01";"2020-02-04 00:00:00"
"Adelphi Capital LLP";"Wereldhave N.V.";"NL0000289213";"2.46";"2020-02-04 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.70";"2020-02-04 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.70";"2020-02-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.93";"2020-02-04 00:00:00"
"Adelphi Capital LLP";"Wereldhave N.V.";"NL0000289213";"1.77";"2020-02-03 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2020-02-03 00:00:00"
"Toscafund Asset Management LLP";"Wereldhave N.V.";"NL0000289213";"0.63";"2020-02-03 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.76";"2020-01-31 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.59";"2020-01-31 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.50";"2020-01-31 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.01";"2020-01-31 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"3.02";"2020-01-31 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.19";"2020-01-30 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.69";"2020-01-30 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.19";"2020-01-30 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2020-01-30 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.18";"2020-01-29 00:00:00"
"Lucerne Capital Management, L.P.";"Wereldhave N.V.";"NL0000289213";"0.99";"2020-01-29 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.41";"2020-01-28 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.01";"2020-01-28 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"2.72";"2020-01-28 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.60";"2020-01-27 00:00:00"
"B&G Master Fund Plc";"Fugro N.V.";"NL0000352565";"0.79";"2020-01-27 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.43";"2020-01-27 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.90";"2020-01-27 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.71";"2020-01-27 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"2.46";"2020-01-27 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.20";"2020-01-24 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2020-01-24 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.69";"2020-01-24 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.79";"2020-01-23 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.39";"2020-01-23 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2020-01-23 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2020-01-23 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.36";"2020-01-23 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.70";"2020-01-23 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.18";"2020-01-22 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.33";"2020-01-22 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.48";"2020-01-22 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.80";"2020-01-22 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.24";"2020-01-21 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"1.05";"2020-01-21 00:00:00"
"Toscafund Asset Management LLP";"Wereldhave N.V.";"NL0000289213";"0.76";"2020-01-21 00:00:00"
